key,title,year,origins,cy_score,read_level,threat,flag_L2,l3_file,judgment,reason
10.1137/23m1621320,Convergence Analyses of Davis–Yin Splitting via Scaled Relative Graphs,2025,fwd:HRY20;fwd:OY02;fwd:RHY22;kw:openalex:CY1,2,title+abstract,2,True,L3_CY_lee2025.md,override,"max modulus of DYS polynomial over SRG sets; three operators, not a composition family"
10.1137/140992291,Convergence Rate Analysis of the Forward-Douglas-Rachford Splitting Scheme,2015,fwd:CY15,2,title+abstract,1,False,,rule,keyword rule on title (broad field)
10.4153/cmb-2009-046-2,Covering Discs in Minkowski Planes,2009,kw:openalex:CY3,2,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1088/0067-0049/182/2/477,DUST PROCESSING AND GRAIN GROWTH IN PROTOPLANETARY DISKS IN THE TAURUS-AURIGA STAR-FORMING REGION,2009,kw:openalex:CY3,2,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1109/lcsys.2026.3666550,Decomposition of Scaled Relative Graphs: A Mixed Systems Approach,2026,fwd:RHY22,2,title+abstract,1,False,,override,input-specific SRGs
10.3390/fractalfract7110806,Design and Performance Evaluation of a Second-Order Iterated Circular Minkowski Fractal Antenna for Ultra-Wideband Applications,2023,kw:openalex:CY3,2,title+abstract,0,False,,rule,keyword rule on title (off-topic)
oa:https://openalex.org/W7155246646,Generalized Composed Alternating Relaxed Projection Algorithm for Two-Set Feasibility Problem,2026,kw:openalex:CY4,2,title+abstract,1,False,,override,two-set; principal angles; spectral characterization
10.48550/arxiv.1902.09827,Generalized monotone operators and their averaged resolvents,2019,kw:openalex:CY1,2,title+abstract,1,False,,override,conic nonexpansiveness; resolvents
10.1016/j.matdes.2022.110430,Harnessing elastic anisotropy to achieve low-modulus refractory high-entropy alloys for biomedical applications,2022,kw:openalex:CY3,2,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.4007/annals.2004.159.1027,Holomorphic disks and topological invariants for closed three-manifolds,2004,kw:openalex:CY3,2,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1081/nfa-200045815,Hybrid Steepest Descent Method for Variational Inequality Problem over the Fixed Point Set of Certain Quasi-nonexpansive Mappings,2005,fwd:OY02,2,title+abstract,1,False,,rule,keyword rule on title (broad field)
10.1088/0004-637x/782/2/76,IMPROVED REFLECTION MODELS OF BLACK HOLE ACCRETION DISKS: TREATING THE ANGULAR DISTRIBUTION OF X-RAYS,2014,kw:openalex:CY3,2,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1080/10556788.2018.1457151,Inducing strong convergence into the asymptotic behaviour of proximal splitting algorithms in Hilbert spaces,2018,fwd:CY15;fwd:OY02,2,title+abstract,1,False,,rule,keyword rule on title (broad field)
10.48550/arxiv.1310.6636,Iteration-Complexity of a Generalized Forward Backward Splitting Algorithm,2013,fwd:OY02,2,title+abstract,1,False,,rule,keyword rule on title (broad field)
10.24840/2184-4933_2018-0034_0006,LACE CURVES,2018,kw:openalex:CY3,2,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.23919/acc.2017.7963671,Line search for generalized alternating projections,2017,fwd:CY15,2,title+abstract,1,False,,override,duplicate
10.48550/arxiv.1402.5460,Linear and strong convergence of algorithms involving averaged\n nonexpansive operators,2014,kw:openalex:CY4,2,title+abstract,1,False,,override,regularity; cyclic iterations
10.1093/imaiai/iau005,Living on the edge: phase transitions in convex programs with random data,2014,kw:openalex:CY4,2,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1080/01630563.2012.716807,Methods for Variational Inequality Problem Over the Intersection of Fixed Point Sets of Quasi-Nonexpansive Operators,2013,fwd:OY02,2,title+abstract,1,False,,rule,keyword rule on title (broad field)
oa:https://openalex.org/W2544219937,Neutrinos in mergers of neutron stars with black holes,2015,kw:openalex:CY3,2,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1179/136217104225017099,Nickel based superalloy welding practices for industrial gas turbine applications,2004,kw:openalex:CY4,2,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1081/nfa-120020250,Nonstrictly Convex Minimization over the Bounded Fixed Point Set of a Nonexpansive Mapping,2003,fwd:OY02,2,title+abstract,1,False,,rule,keyword rule on title (broad field)
10.1086/303604,Numerical {3 + 1} General Relativistic Hydrodynamics: A Local Characteristic Approach,1997,kw:openalex:CY3,2,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1134/s0016266322010038,On a Notion of Averaged Mappings in $$\operatorname{CAT}(0)$$ Spaces,2022,fwd:CY15,2,title+abstract,1,False,,override,CAT(0)
10.1109/lcsys.2019.2914085,On the Convergence of the Inexact Running Krasnosel’skiĭ–Mann Method,2019,fwd:CY15,2,title+abstract,1,False,,rule,keyword rule on title (broad field)
10.1007/s10208-020-09449-w,On the Minimal Displacement Vector of Compositions and Convex Combinations of Nonexpansive Mappings,2020,fwd:CY15,2,title+abstract,1,False,,override,"displacement vectors, not constants"
10.23919/acc50511.2021.9482940,Outer Approximations of Minkowski Operations on Complex Sets via Sum-of-Squares Optimization,2021,fwd:HRY20,2,title+abstract,2,True,L3_CY_guthrie2021.md,override,"Minkowski products of complex sets, outer approximations (abstract only; PDF behind bot check)"
10.1021/acs.accounts.8b00672,Projection-Based Wavefunction-in-DFT Embedding,2019,kw:openalex:CY4,2,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1137/17m112806x,Quasi-Nonexpansive Iterations on the Affine Hull of Orbits: From Mann's Mean Value Algorithm to Inertial Methods,2017,fwd:CY15,2,title+abstract,1,False,,rule,keyword rule on title (broad field)
10.1371/journal.pone.0015046,Resistant Starches Types 2 and 4 Have Differential Effects on the Composition of the Fecal Microbiota in Human Subjects,2010,kw:openalex:CY2,2,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.5802/aif.2471,Resolvent at low energy and Riesz transform for Schrödinger operators on asymptotically conic manifolds. II,2009,kw:openalex:CY1,2,title+abstract,1,False,,rule,keyword rule on title (broad field)
10.48550/arxiv.2402.05071,Revisiting Inexact Fixed-Point Iterations for Min-Max Problems: Stochasticity and Structured Nonconvexity,2024,kw:openalex:CY4,2,title+abstract,1,False,,rule,keyword rule on title (broad field)
10.1088/0004-637x/701/1/260,STRUCTURE AND EVOLUTION OF PRE-MAIN-SEQUENCE CIRCUMSTELLAR DISKS,2009,kw:openalex:CY3,2,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.23919/ecc65951.2025.11187068,Scaled Relative Graph Analysis of Lur’e Systems and the Generalized Circle Criterion,2025,fwd:RHY22,2,title+abstract,1,False,,override,SRG + Nyquist; Lur'e
10.1007/s10107-021-01639-w,Scaled relative graphs: nonexpansive operators via 2D Euclidean geometry,2021,fwd:CY15;fwd:HRY20;fwd:OY02,2,title+abstract,2,False,,override,anchor; round-1 L3_ryu2022 (Thm 7 product; two-factor tightness)
10.48550/arxiv.math/0408273,Sharp Strichartz estimates on non-trapping asymptotically conic manifolds,2004,kw:openalex:CY1,2,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.3390/sym15040842,Singularity Properties of Spacelike Circular Surfaces,2023,kw:openalex:CY3,2,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.3390/sym15010173,Spacelike Circular Surfaces in Minkowski 3-Space,2023,kw:openalex:CY3,2,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1137/090777773,Spectral Condition Numbers of Orthogonal Projections and Full Rank Linear Least Squares Residuals,2010,kw:openalex:CY4,2,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1137/140971233,Stochastic Quasi-Fejér Block-Coordinate Fixed Point Iterations with Random Sweeping,2015,kw:openalex:CY1,2,title+abstract,1,False,,rule,keyword rule on title (broad field)
10.1007/s11665-019-03934-2,"Structure, Morphology, and Mechanical Properties of AlCrN Coatings Deposited by Cathodic Arc Evaporation",2019,kw:openalex:CY3,2,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1109/tac.2019.2906393,SuperMann: A Superlinearly Convergent Algorithm for Finding Fixed Points of Nonexpansive Operators,2019,kw:openalex:CY1,2,title+abstract,1,False,,rule,keyword rule on title (broad field)
10.48550/arxiv.2006.02611,Tensor Factor Model Estimation by Iterative Projection,2020,kw:openalex:CY4,2,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1080/01630560600884661,The Adaptive Projected Subgradient Method over the Fixed Point Set of Strongly Attracting Nonexpansive Mappings,2006,fwd:OY02,2,title+abstract,1,False,,rule,keyword rule on title (broad field)
10.1086/312955,The Chemical Evolution of Cool White Dwarfs and the Age of the Local Galactic Disk,1997,kw:openalex:CY3,2,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1086/503273,"The Two Young Star Disks in the Central Parsec of the Galaxy: Properties, Dynamics, and Formation",2006,kw:openalex:CY3,2,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1063/1.3463422,Thermally enhanced mechanical properties of arc evaporated Ti0.34Al0.66N/TiN multilayer coatings,2010,kw:openalex:CY3,2,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1109/tac.2018.2808442,Tight Global Linear Convergence Rate Bounds for Operator Splitting Methods,2018,fwd:CY15,2,title+abstract,1,False,,override,tight rates for splitting (two-operator)
10.22331/q-2019-08-05-168,"Tight, robust, and feasible quantum speed limits for open dynamics",2019,kw:openalex:CY4,2,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1088/1742-5468/2008/12/p12015,Utilizing Minkowski functionals for image analysis: a marching square algorithm,2008,kw:openalex:CY3,2,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.22436/jnsa.007.05.04,Visco-resolvent algorithms for monotone operators and nonexpansive mappings,2014,kw:openalex:CY1,2,title+abstract,1,False,,rule,keyword rule on title (broad field)
10.1109/tac.2025.3632433,A Homotopy Theorem for Incremental Stability,2025,fwd:RHY22,1,title,0,False,,override,incremental stability
10.1109/tmi.2019.2898271,A Krasnoselskii-Mann Algorithm With an Improved EM Preconditioner for PET Image Reconstruction,2019,fwd:CY15,1,title,1,False,,rule,keyword rule on title (broad field)
10.1086/373949,A Numerical Method for General Relativistic Magnetohydrodynamics,2003,kw:openalex:CY3,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1006/jcph.1996.0166,A Projection Method for Locally Refined Grids,1996,kw:openalex:CY4,1,title+abstract,1,False,,rule,keyword rule on title (broad field)
10.48550/arxiv.2001.10658,A Sequential Constraint Method for Solving Variational Inequality over the Intersection of Fixed Point Sets,2020,fwd:CY15,1,title,1,False,,rule,keyword rule on title (broad field)
10.1007/s11228-017-0421-z,A Three-Operator Splitting Scheme and its Optimization Applications,2017,fwd:CY15;kw:openalex:CY1,1,title+abstract,1,False,,rule,keyword rule on title (broad field)
10.1587/transfun.2022eap1118,A Unified Design of Generalized Moreau Enhancement Matrix for Sparsity Aware LiGME Models,2023,fwd:CY15;fwd:OY02,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1109/access.2018.2886528,A Unified Framework for Sparse Relaxed Regularized Regression: SR3,2018,kw:openalex:CY4,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1016/j.actamat.2016.08.081,A critical review of high entropy alloys and related concepts,2016,kw:openalex:CY3,1,title,0,False,,rule,keyword rule on title (off-topic)
arxiv:2109.02064,"A generalized forward-backward splitting operator: nonexpansiveness, convergence rates and applications",2021,fwd:CY15;fwd:OY02,1,title,1,False,,rule,keyword rule on title (broad field)
10.1007/s41066-021-00288-w,A generalized fuzzy k-nearest neighbor regression model based on Minkowski distance,2021,kw:openalex:CY2,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1186/1471-2105-7-56,A methodology for the structural and functional analysis of signaling and regulatory networks,2006,kw:openalex:CY2,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1145/123078.128726,A morphological analysis of the design space of input devices,1991,kw:openalex:CY2,1,title,0,False,,rule,keyword rule on title (off-topic)
10.23952/jnva.8.2024.3.08,A multi-step inertial asynchronous sequential algorithm for common fixed point problems,2024,fwd:CY15,1,title,1,False,,rule,keyword rule on title (broad field)
oa:https://openalex.org/W2108841273,A new faster iteration process applied to constrained minimization and feasibility problems,2014,kw:openalex:CY1,1,title,1,False,,rule,keyword rule on title (broad field)
10.1109/apsipa.2015.7415442,A nonexpansive operator for computationally efficient hierarchical convex optimization,2015,fwd:OY02,1,title,1,False,,rule,keyword rule on title (broad field)
10.1088/1475-7516/2018/10/011,A novel probe of ionized bubble shape and size statistics of the epoch of reionization using the contour Minkowski Tensor,2018,kw:openalex:CY3,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1007/s13238-020-00724-8,A practical guide to amplicon and metagenomic analysis of microbiome data,2020,kw:openalex:CY2,1,title,0,False,,rule,keyword rule on title (off-topic)
10.48550/arxiv.1611.05142,A randomized intertial primal-dual fixed point algorithm for monotone inclusions,2016,fwd:OY02,1,title,1,False,,rule,keyword rule on title (broad field)
10.1016/j.sysconle.2022.105198,A rolled-off passivity theorem,2022,fwd:HRY20;fwd:PAT21;fwd:RHY22,1,title+abstract,1,False,,override,feedback of two systems; SRG
10.1007/s00220-021-04276-8,A sharp version of Price's law for wave decay on asymptotically flat spacetimes,2020,kw:openalex:CY1,1,title,0,False,,rule,keyword rule on title (off-topic)
10.48550/arxiv.1911.11656,A strongly convergent Krasnosel'ski\vı-Mann-type algorithm for finding a common fixed point of a countably infinite family of nonexpansive operators in Hilbert spaces,2019,fwd:OY02,1,title,1,False,,rule,keyword rule on title (broad field)
10.1007/s11081-025-10060-7,A three-operator splitting scheme derived from three-block ADMM,2025,kw:openalex:CY1,1,title,1,False,,rule,keyword rule on title (broad field)
10.1081/nfa-200045806,Adaptive Projected Subgradient Method for Asymptotic Minimization of Sequence of Nonnegative Convex Functions,2005,fwd:OY02,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1007/978-3-642-30901-4_4,Algorithmic Projection Operators,2012,fwd:OY02,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1007/jhep07(2022)030,An efficient Lorentz equivariant graph neural network for jet tagging,2022,kw:openalex:CY2,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1090/s0002-9904-1929-04793-1,An introduction to the theory of numbers,1929,kw:openalex:CY3,1,title,0,False,,rule,keyword rule on title (off-topic)
10.4310/atmp.1998.v2.n2.a2,Anti de Sitter space and holography,1998,kw:openalex:CY3,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1587/nolta.7.430,Applied Koopman operator theory for power systems technology,2016,kw:openalex:CY4,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1029/2005je002608,Are the Earth and the Moon compositionally alike? Inferences on lunar composition and implications for lunar origin and evolution from geophysical modeling,2006,kw:openalex:CY1,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1214/11-ps183,Around the circular law,2012,kw:openalex:CY3,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.3934/dcds.2009.25.1109,Asymptotic equivalence and Kobayashi-type estimates fornonautonomous monotone operators in Banach spaces,2009,kw:openalex:CY1,1,title,1,False,,rule,keyword rule on title (broad field)
10.1353/ajm.2015.0033,Asymptotics of radiation fields in asymptotically Minkowski space,2015,kw:openalex:CY2,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1109/tcns.2020.3018703,Asynchronous Distributed Power Control of Multimicrogrid Systems,2020,fwd:CY15,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1088/0953-8984/14/11/313,Atomistic simulations of complex materials: ground-state and excited-state properties,2002,kw:openalex:CY4,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1145/22949.22950,Automating the design of graphical presentations of relational information,1986,kw:openalex:CY2,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1002/jor.1100170119,Bioreactor cultivation conditions modulate the composition and mechanical properties of tissue‐engineered cartilage,1999,kw:openalex:CY3,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1007/s40964-022-00335-1,Blended structural optimization for wire-and-arc additively manufactured beams,2022,kw:openalex:CY3,1,title,0,False,,rule,keyword rule on title (off-topic)
oa:https://openalex.org/W1539932538,Block-Iterative and String-averaging projection algorithms in proton computed tomography image reconstruction,2010,kw:openalex:CY4,1,title,1,False,,rule,keyword rule on title (broad field)
10.1093/ajcn/75.3.453,Body-composition assessment via air-displacement plethysmography in adults and children: a review,2002,kw:openalex:CY4,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1007/s00006-019-0959-y,Boolean Combination of Circular Arcs using Orthogonal Spheres,2019,kw:openalex:CY3,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1038/s41598-017-17648-9,CO2 Mineralization and Utilization using Steel Slag for Establishing a Waste-to-Resource Supply Chain,2017,kw:openalex:CY3,1,title,0,False,,rule,keyword rule on title (off-topic)
10.5566/ias.v26.p83-92,COMPUTATION OF MINKOWSKI MEASURES ON 2D AND 3D BINARY IMAGES,2011,kw:openalex:CY2,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.2140/apde.2013.6.1601,Carleman estimates for anisotropic elliptic operators with jumps at an interface,2013,kw:openalex:CY1,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1109/cdc51059.2022.9993357,Circuit Model Reduction with Scaled Relative Graphs,2022,fwd:HRY20;fwd:RHY22,1,title+abstract,1,False,,override,series/parallel chains; SRG approximation error; no composition constants
10.11650/twjm/1500406291,Classification of Ruled Surfaces with Pointwise 1-Type Gauss Map in Minkowski 3-Space,2011,kw:openalex:CY3,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1007/s00022-019-0502-2,Complex Disk Products and Cartesian Ovals,2019,kw:openalex:CY3,1,title+abstract,2,True,L3_CY_bunger2019.md,override,title only; paywalled; two-disk exact products (presumed)
10.1051/0004-6361/201322446,Complex organic molecules in protoplanetary disks,2013,kw:openalex:CY3,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1007/s10898-021-01057-4,Conical averagedness and convergence analysis of fixed point algorithms,2021,fwd:CY15;fwd:OY02;kw:openalex:CY1;kw:openalex:CY4,1,title+abstract,2,True,L3_CY_bartz2022.md,override,Thm 2.7 m-fold conic composition constant; no tightness
10.1007/978-3-030-34413-9_23,Convergence Analysis of Iterative Algorithms for Phase Retrieval,2020,kw:openalex:CY1,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1137/151003076,Convergence Rate Analysis of Primal-Dual Splitting Schemes,2015,fwd:OY02;kw:openalex:CY1,1,title+abstract,1,False,,rule,keyword rule on title (broad field)
10.1080/02331934.2025.2544700,Convergence analyses of Davis–Yin splitting via scaled relative graphs II: convex optimization problems,2025,fwd:OY02;fwd:RHY22,1,title,1,False,,override,same machinery as Lee-Yi-Ryu; contraction factors for convex problems (abstract)
10.48550/arxiv.1908.11029,Convergence analysis of an inexact inertial Krasnoselskii-Mann algorithm with applications,2019,fwd:CY15,1,title,1,False,,rule,keyword rule on title (broad field)
10.1007/s10107-024-02182-0,Convergence of the preconditioned proximal point method and Douglas–Rachford splitting in the absence of monotonicity,2025,fwd:RHY22;kw:openalex:CY1;kw:openalex:CY4,1,title+abstract,1,False,,override,DRS nonmonotone; SRG-type
10.1007/s10107-015-0964-4,Convergence rates with inexact non-expansive operators,2015,fwd:OY02,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1063/1.5128066,Covariant integral quantization of the unit disk,2020,kw:openalex:CY3,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1063/1.5143190,"DFTB+, a software package for efficient approximate density functional theory based atomistic simulations",2020,kw:openalex:CY1,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.36890/iejg.594497,DIFFERENTIAL GEOMETRY OF CURVES AND SURFACES IN LORENTZ-MINKOWSKI SPACE,2014,kw:openalex:CY3,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1186/1471-2105-13-86,DNA methylation arrays as surrogate measures of cell mixture distribution,2012,kw:openalex:CY1,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1016/s0022-0000(03)00025-4,Database-friendly random projections: Johnson-Lindenstrauss with binary coins,2003,kw:openalex:CY4,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1007/s10957-020-01734-6,Demiclosedness Principles for Generalized Nonexpansive Mappings,2020,kw:openalex:CY1,1,title,1,False,,rule,keyword rule on title (broad field)
10.1002/2017gc007280,Derivation and Error Analysis of the Earth Magnetic Anomaly Grid at 2 arc min Resolution Version 3 (EMAG2v3),2017,kw:openalex:CY3,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1515/zna-2002-1-201,"Disk Instantons, Mirror Symmetry and the Duality Web",2002,kw:openalex:CY3,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1007/jhep08(2021)094,Distributions in CFT. Part II. Minkowski space,2021,kw:openalex:CY3,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1038/s41467-019-08564-9,Dyke intrusion between neighbouring arc volcanoes responsible for 2017 pre-eruptive seismic swarm at Agung,2019,kw:openalex:CY3,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1155/2021/6695140,End-of-Life Options for (Bio)degradable Polymers in the Circular Economy,2021,kw:openalex:CY3,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1007/s10231-017-0666-z,Enneper representation of minimal surfaces in the three-dimensional Lorentz–Minkowski space,2017,kw:openalex:CY3,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1007/s10957-018-1328-z,Envelope Functions: Unifications and Further Properties,2018,kw:openalex:CY1;kw:openalex:CY4,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1016/j.cam.2006.11.006,Evaluating the boundary and covering degree of planar Minkowski sums and other geometrical convolutions,2007,kw:openalex:CY3,1,title,0,False,,rule,keyword rule on title (off-topic)
10.48550/arxiv.2201.11413,Exact Optimal Accelerated Complexity for Fixed-Point Iterations,2022,kw:openalex:CY1,1,title+abstract,1,False,,override,complexity lower bounds; single operator
10.1109/robot.1987.1088038,Exact robot navigation by means of potential functions: Some topological considerations,2005,kw:openalex:CY3,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1051/0004-6361/201322631,Exploring the Milky Way stellar disk,2014,kw:openalex:CY3,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1002/wcms.1493,Extended tight‐binding quantum chemistry methods,2020,kw:openalex:CY1;kw:openalex:CY2;kw:openalex:CY4,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.23919/eusipco47968.2020.9287729,Extrapolation of Bandlimited Multidimensional Signals from Continuous Measurements,2020,fwd:CY15,1,title,0,False,,rule,keyword rule on title (off-topic)
10.11650/twjm/1500404629,FINITE TYPE RULED SURFACES IN LORENTZ-MINKOWSKI SPACE,2007,kw:openalex:CY3,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.24033/msmf.461,Factorization of Non-Symmetric Operators and Exponential H-Theorem,2017,kw:openalex:CY4,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1137/22m1504305,Fast Krasnosel’skiĭ–Mann Algorithm with a Convergence Rate of the Fixed Point Iteration of \(\boldsymbol{{ o} \left(\frac{1}{{ k}} \right)}\),2023,fwd:HRY20,1,title+abstract,1,False,,rule,keyword rule on title (broad field)
10.1080/02331934.2018.1505885,Fejér-monotone hybrid steepest descent method for affinely constrained and composite convex minimization tasks,2018,fwd:CY15;fwd:OY02,1,title,1,False,,rule,keyword rule on title (broad field)
